model,dataset,method,batch_size,lr,wd,momentum,epochs,scheduler,seed,wd_sched,exp,sum_lr,best_test_acc,final_test_acc,final_train_loss,final_train_acc,final_test_loss,diverged,epochs_run,wall_time
resnet18,cifar100,SGDM,128,0.05,0.0,0.9,100,cosine,42,,e6b,987.2750000000004,72.11,72.04,0.00243412132974714,99.95,1.815874196243286,0,100,2051.9
resnet18,cifar100,SGDM,128,1.0,0.0,0.5,100,cosine,42,,e6b,19745.49999999999,66.78,66.54,0.0037313539219647647,99.924,2.577224124145508,0,100,2184.0
resnet18,cifar100,SGDM+WD,128,0.25,0.005,0.5,100,cosine,42,,e6b,4936.374999999997,76.92,76.92,0.13028090284347535,98.614,0.8698793231010437,0,100,2185.0
resnet18,cifar100,SGDM+WD,128,1.0,0.005,0.5,100,cosine,42,,e6b,19745.49999999999,49.78,49.78,1.8559688204574585,51.936,1.9376540309906005,0,100,2185.0
resnet18,cifar100,SGDM,128,0.1,0.0,0.9,100,cosine,42,,e6b,1974.5500000000009,69.88,69.51,0.0021994809102918954,99.956,2.237803397369385,0,100,2045.8
resnet18,cifar100,SGDM+WD,128,0.2,0.001,0.9,100,cosine,42,,e6b,3949.1000000000017,75.88,75.88,0.04403137499928474,99.644,0.9342087919235229,0,100,2045.9
resnet18,cifar100,SGDM,128,0.2,0.0,0.9,100,cosine,42,,e6b,3949.1000000000017,69.35,69.33,0.0017802887773513793,99.966,2.4101082107543945,0,100,2047.7
resnet18,cifar100,SGDM,128,0.002,0.0,0.99,100,cosine,42,,e6b,39.49100000000001,71.97,71.85,0.0034145379494875667,99.968,1.6537808403015137,0,100,2059.3
resnet18,cifar100,SGDM,128,0.005,0.0,0.99,100,cosine,42,,e6b,98.72750000000005,70.8,70.59,0.00246174430610612,99.962,1.8964361249923707,0,100,2058.4
resnet18,cifar100,SGDM+WD,128,0.002,0.0001,0.99,100,cosine,42,,e6b,39.49100000000001,72.41,72.34,0.00494254397623241,99.968,1.3716420839309693,0,100,2060.6
resnet18,cifar100,SGDM+WD,128,0.005,0.0001,0.99,100,cosine,42,,e6b,98.72750000000005,73.0,72.85,0.004259231986925006,99.97,1.2893481890678407,0,100,2144.1
resnet18,cifar100,SGDM+WD,128,0.01,0.0001,0.99,100,cosine,42,,e6b,197.4550000000001,73.66,73.41,0.004230981206968427,99.98,1.2049696383476258,0,100,2143.3
resnet18,cifar100,SGDM,128,0.01,0.0,0.99,100,cosine,42,,e6b,197.4550000000001,69.71,69.48,0.002067334358673543,99.958,2.2088898380279542,0,100,2144.7
resnet18,cifar100,SGDM,128,0.02,0.0,0.99,100,cosine,42,,e6b,394.9100000000002,69.92,69.77,0.0018214697813801468,99.958,2.3306896389007568,0,100,1566.9
resnet18,cifar100,SGDM+WD,128,0.02,0.0001,0.99,100,cosine,42,,e6b,394.9100000000002,74.39,74.39,0.004258559989854693,99.972,1.149426078414917,0,100,1570.8
resnet18,cifar100,SGDM+WD,128,0.1,0.0002324,0.9,25,cosine,42,,e5b,508.30000000000007,71.95,71.95,0.13603663849830627,96.804,1.1322438314437866,0,25,410.6
resnet18,cifar100,SGDM+WD,128,0.1,0.0007746,0.9,25,cosine,42,,e5b,508.30000000000007,73.14,73.14,0.21293745210647583,95.036,0.9800780019760131,0,25,431.6
resnet18,cifar100,SGDM+WD,128,0.1,0.006971,0.9,25,cosine,42,,e5b,508.30000000000007,59.63,59.63,1.4255010290908814,62.242,1.4556408325195314,0,25,431.1
resnet18,cifar100,SGDM+WD,128,0.1,0.02324,0.9,25,cosine,42,,e5b,508.30000000000007,5.0,5.0,4.178572187347412,4.97,4.151305863952636,0,25,448.4
resnet18,cifar100,SGDM+WD,128,0.1,5.982e-05,0.9,100,cosine,42,,e5b,1974.5500000000009,73.01,72.92,0.0034932364822924137,99.97,1.3373162672042846,0,100,1386.3
resnet18,cifar100,SGDM+WD,128,0.1,0.005982,0.9,100,cosine,42,,e5b,1974.5500000000009,63.91,63.91,1.1131792962646485,70.472,1.2903076160430909,0,100,1475.8
resnet18,cifar100,SGDM+WD,128,0.1,0.0001994,0.9,100,cosine,42,,e5b,1974.5500000000009,74.62,74.52,0.006175035490989685,99.976,1.0539328199386597,0,100,1578.4
resnet18,cifar100,SGDM+WD,128,0.1,0.001795,0.9,100,cosine,42,,e5b,1974.5500000000009,76.19,76.19,0.050661908742189406,99.628,0.9235627698898315,0,100,1578.1
resnet18,cifar100,SGDM+WD,128,0.1,0.000598,0.9,25,cosine,42,,e4,508.30000000000007,72.44,72.44,0.1853405153656006,95.784,1.03032131357193,0,25,474.2
resnet18,cifar100,SGDM+WD,128,0.1,0.00232,0.9,25,cosine,42,,e4,508.30000000000007,73.44,73.44,0.5083621066856384,86.124,0.9378552404403686,0,25,497.4
resnet18,cifar100,SGDM+WD,512,0.4,0.000597,0.9,100,cosine,42,,e4,1979.6000000000001,76.04,75.98,0.01208290532976389,99.974,0.9707263823509217,0,100,1039.7
resnet18,cifar100,SGDM+WD,512,0.4,0.00015,0.9,100,cosine,42,,e4,1979.6000000000001,71.71,71.32,0.006134307927340269,99.96,1.2213884679794311,0,100,1171.8
vgg16,cifar100,SGDM+WD,128,0.1,0.000598,0.9,100,cosine,42,,e4,1974.5500000000009,72.67,72.53,0.023312193585038186,99.474,1.3732691171646119,0,100,1086.9
resnet18,cifar100,SGDM+WD,128,0.1,0.000598,0.9,200,cosine,42,,e4,3929.5499999999997,78.3,78.26,0.010276181080937386,99.978,0.8934729741096497,0,200,2454.8
resnet50,cifar100,SGDM+WD,128,0.1,0.000598,0.9,100,cosine,42,,e4,1974.5500000000009,76.86,76.86,0.01312248715519905,99.916,0.9716547550201416,0,100,2457.3
resnet18,cifar100,SGDM+WD,128,0.1,0.000301,0.9,200,cosine,42,,e4,3929.5499999999997,77.35,77.17,0.0062132764580845835,99.98,0.9281610491752624,0,200,3015.1
resnet18,cifar100,SGDM+WD,32,0.025,0.000599,0.9,100,cosine,42,,e4,1973.2875000000008,77.91,77.91,0.01790220358133316,99.9,0.8877924788475037,0,100,3169.9
resnet18,cifar100,SGDM+WD,32,0.025,0.00239,0.9,100,cosine,42,,e4,1973.2875000000008,76.65,76.65,0.1481727266216278,97.274,0.8776925716400147,0,100,4120.6
resnet18,cifar100,SGD+WD,128,0.1,0.0003,0.0,100,cosine,42,,e6b,1974.5500000000009,74.46,74.31,0.007801617522239685,99.972,1.1107376466751098,0,100,1997.5
resnet18,cifar100,SGD+WD,128,0.1,0.003,0.0,100,cosine,42,,e6b,1974.5500000000009,77.64,77.34,0.03574480488061905,99.964,0.8995145051002502,0,100,2005.2
resnet18,cifar100,SGDM+WD,128,0.5,0.0015,0.5,100,cosine,42,,e6b,9872.749999999995,77.51,77.51,0.03275487101197243,99.858,0.8866938114643097,0,100,2006.4
resnet18,cifar100,SGD+WD,128,0.1,0.0001,0.0,100,cosine,42,,e6b,1974.5500000000009,73.31,73.12,0.005342172093093395,99.96,1.3162554334640504,0,100,2108.3
resnet18,cifar100,SGDM+WD,128,0.5,0.05,0.5,100,cosine,42,,e6b,9872.749999999995,1.01,1.0,4.60546875,1.0,4.605170230865479,0,100,2112.3
resnet18,cifar100,SGDM+WD,128,0.5,0.0005,0.5,100,cosine,42,,e6b,9872.749999999995,76.75,76.68,0.011415786918997764,99.96,0.9299746790885925,0,100,2111.4
resnet18,cifar100,SGDM+WD,128,0.5,0.015,0.5,100,cosine,42,,e6b,9872.749999999995,4.6,1.0,4.60546875,1.0,4.60517039718628,0,100,2201.3
resnet18,cifar100,SGDM+WD,128,0.1,0.003,0.9,100,cosine,42,,e6b,1974.5500000000009,73.57,73.47,0.27301658290863035,93.98,0.9534874145507812,0,100,2204.9
resnet18,cifar100,SGDM+WD,128,0.01,0.0003,0.99,100,cosine,42,,e6b,197.4550000000001,76.06,75.97,0.0077031572529673575,99.968,0.9827715846061706,0,100,2205.5
resnet18,cifar100,SGDM+WD,128,0.01,3e-05,0.99,100,cosine,42,,e6b,197.4550000000001,71.21,70.89,0.0026938825368508696,99.976,1.654498613357544,0,100,2213.7
resnet18,cifar100,SGDM+WD,128,0.1,0.0003,0.9,100,cosine,42,,e6b,1974.5500000000009,76.46,76.26,0.007846252047866584,99.968,0.9623805128097535,0,100,2214.7
resnet18,cifar100,SGDM+WD,128,0.01,1e-05,0.99,100,cosine,42,,e6b,197.4550000000001,69.89,69.77,0.002560231757182628,99.958,1.9766179470062255,0,100,2215.0
resnet18,cifar100,SGDM+WD,128,0.01,0.001,0.99,100,cosine,42,,e6b,197.4550000000001,76.73,76.41,0.027737657534480094,99.852,0.9349199118614197,0,100,1173.5
resnet18,cifar100,SGDM+WD,128,0.1,1e-06,0.9,100,const,42,fixed,e1_rescue,3909.9999999999936,69.84,69.49,0.011580208358466626,99.662,2.4406902587890626,0,100,1191.4
resnet18,cifar100,SGDM+WD,128,0.1,2e-06,0.9,100,const,42,fixed,e1_rescue,3909.9999999999936,69.48,69.25,0.014519087278544902,99.548,2.4278819042205813,0,100,1231.6
resnet18,cifar100,SGDM+WD,128,0.1,5e-06,0.9,100,const,42,fixed,e1_rescue,3909.9999999999936,68.81,68.49,0.0179695153850317,99.448,2.300965599822998,0,100,1407.8
resnet18,cifar100,SGD+WD,128,0.1,0.002,0.0,100,const,42,fixed,e8_wd_sched,3909.9999999999936,63.0,57.3,0.4737552620124817,86.288,1.7535729984283448,0,100,1527.9
resnet18,cifar100,SGD+WD,128,0.1,0.0001,0.0,100,const,42,fixed,e8_wd_sched,3909.9999999999936,73.2,73.11,0.006454366975128651,99.918,1.3236394645690919,0,100,1532.7
resnet18,cifar100,SGD+WD,128,0.1,0.0005,0.0,100,const,42,fixed,e8_wd_sched,3909.9999999999936,69.23,64.62,0.1276185300087929,96.65,1.6112411247253418,0,100,1640.3
resnet18,cifar100,SGD+WD,128,0.1,0.005,0.0,100,const,42,fixed,e8_wd_sched,3909.9999999999936,57.31,40.38,1.0420934504318238,71.424,2.5191583610534667,0,100,1639.9
resnet18,cifar100,SGD+WD,128,0.1,0.0001,0.0,100,const,42,cosine,e8_wd_sched,3909.9999999999936,73.27,73.27,0.005685251646339894,99.906,1.5651011705398559,0,100,1725.0
resnet18,cifar100,SGD+WD,128,0.1,0.001,0.0,100,const,42,fixed,e8_wd_sched,3909.9999999999936,65.8,60.87,0.22842824831485747,93.574,1.7912696636199952,0,100,1729.4
resnet18,cifar100,SGD+WD,128,0.1,0.0005,0.0,100,const,42,cosine,e8_wd_sched,3909.9999999999936,73.5,73.1,0.010217906580269337,99.8,1.4300279481887817,0,100,1609.0
resnet18,cifar100,SGD+WD,128,0.1,0.001,0.0,100,const,42,cosine,e8_wd_sched,3909.9999999999936,72.44,71.66,0.027950672503113748,99.234,1.4963856119155883,0,100,1613.6
resnet18,cifar100,SGD+WD,128,0.1,0.002,0.0,100,const,42,cosine,e8_wd_sched,3909.9999999999936,72.36,69.7,0.04713627648830414,98.562,1.5846489107131958,0,100,1722.9
resnet18,cifar100,SGD+WD,128,0.1,0.005,0.0,100,const,42,cosine,e8_wd_sched,3909.9999999999936,71.22,70.16,0.09923666568756104,96.84,1.5970785440444946,0,100,1722.0
resnet18,cifar100,SGD+WD,128,0.1,0.0001,0.0,100,const,42,linear,e8_wd_sched,3909.9999999999936,73.22,73.18,0.003941021776162088,99.942,1.537280818748474,0,100,1783.7
resnet18,cifar100,SGD+WD,128,0.1,0.0005,0.0,100,const,42,linear,e8_wd_sched,3909.9999999999936,73.22,72.61,0.01531215344414115,99.676,1.4028106819152832,0,100,1786.9
resnet18,cifar100,SGD+WD,128,0.1,0.001,0.0,100,const,42,linear,e8_wd_sched,3909.9999999999936,72.55,72.29,0.03257870575249195,99.198,1.3749086165428162,0,100,1568.5
resnet18,cifar100,SGD+WD,128,0.1,0.002,0.0,100,const,42,linear,e8_wd_sched,3909.9999999999936,72.0,72.0,0.05607196428060532,98.392,1.3455531841278077,0,100,1579.2
resnet18,cifar100,SGD+WD,128,0.1,0.005,0.0,100,const,42,linear,e8_wd_sched,3909.9999999999936,69.06,66.17,0.142590752286911,95.496,1.6938913846969605,0,100,1665.4
resnet18,cifar100,SGD+WD,128,0.1,0.0001,0.0,100,const,42,step,e8_wd_sched,3909.9999999999936,73.34,73.14,0.004448631141260266,99.926,1.5819101718902588,0,100,1665.4
resnet18,cifar100,SGD+WD,128,0.1,0.0005,0.0,100,const,42,step,e8_wd_sched,3909.9999999999936,73.5,73.06,0.011156912562698126,99.756,1.4766251623153686,0,100,1771.7
resnet18,cifar100,SGD+WD,128,0.1,0.001,0.0,100,const,42,step,e8_wd_sched,3909.9999999999936,74.24,73.07,0.01399897213935852,99.638,1.459810643005371,0,100,1768.9
resnet18,cifar100,SGD+WD,128,0.1,0.002,0.0,100,const,42,step,e8_wd_sched,3909.9999999999936,73.3,73.11,0.020735890390276908,99.436,1.426095635032654,0,100,1530.6
resnet18,cifar100,SGD+WD,128,0.1,0.005,0.0,100,const,42,step,e8_wd_sched,3909.9999999999936,72.98,72.76,0.05498795577764511,98.234,1.459589016532898,0,100,1539.0
resnet18,cifar100,SGD+WD,128,0.1,0.0001,0.0,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,73.43,73.43,0.005454179270118475,99.936,1.3728504249572755,0,100,1644.6
resnet18,cifar100,SGD+WD,128,0.1,0.0005,0.0,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,72.67,70.03,0.0663589789903164,98.4,1.3546231143951415,0,100,1645.3
resnet18,cifar100,SGD+WD,128,0.1,0.001,0.0,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,72.13,63.5,0.14654280393123625,96.036,1.8002341941833495,0,100,1744.7
resnet18,cifar100,SGD+WD,128,0.1,0.002,0.0,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,70.84,60.76,0.2817548593902588,91.678,1.7203168741226196,0,100,1742.5
resnet18,cifar100,SGD+WD,128,0.1,0.005,0.0,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,69.27,57.87,0.7366127330589295,78.66,1.6345591381073,0,100,1201.8
resnet18,cifar100,SGDM+WD,128,0.1,0.002,0.9,100,const,42,cosine,e8_wd_sched,3909.9999999999936,68.82,68.82,0.21300498930454254,92.938,1.6226941301345825,0,100,1570.9
resnet18,cifar100,SGDM+WD,128,0.1,0.002,0.9,100,const,42,fixed,e8_wd_sched,3909.9999999999936,41.03,38.61,2.018552537155151,45.628,2.425724331665039,0,100,1571.4
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,100,const,42,cosine,e8_wd_sched,3909.9999999999936,70.52,69.95,0.10647477642655373,96.466,1.7411826105117798,0,100,1676.7
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,100,const,42,cosine,e8_wd_sched,3909.9999999999936,71.03,70.71,0.02430524222075939,99.232,2.0558545864105224,0,100,1677.8
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,100,const,42,cosine,e8_wd_sched,3909.9999999999936,71.34,70.83,0.06369349687337876,97.88,1.870052695274353,0,100,1765.9
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,100,const,42,cosine,e8_wd_sched,3909.9999999999936,64.07,63.39,0.6655892381095886,79.158,1.5218386512756348,0,100,1766.9
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,100,const,42,linear,e8_wd_sched,3909.9999999999936,70.32,68.03,0.04693395526230335,98.486,2.216599091720581,0,100,1534.2
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,100,const,42,linear,e8_wd_sched,3909.9999999999936,69.39,69.05,0.10581184515476227,96.626,1.7945785133361816,0,100,1540.1
resnet18,cifar100,SGDM+WD,128,0.1,0.002,0.9,100,const,42,linear,e8_wd_sched,3909.9999999999936,66.9,66.9,0.4241347073364258,86.486,1.490397443962097,0,100,1639.2
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,100,const,42,linear,e8_wd_sched,3909.9999999999936,69.39,68.89,0.2078940618467331,93.282,1.5985272714614869,0,100,1641.9
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,100,const,42,step,e8_wd_sched,3909.9999999999936,71.13,70.85,0.024721970994472504,99.25,2.1609792516708373,0,100,1749.9
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,100,const,42,linear,e8_wd_sched,3909.9999999999936,60.31,58.51,1.0657144514846801,68.402,1.5742823776245116,0,100,1753.5
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,100,const,42,step,e8_wd_sched,3909.9999999999936,73.1,72.21,0.04615002690553665,98.526,1.8448697937011718,0,100,1615.1
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,100,const,42,step,e8_wd_sched,3909.9999999999936,72.03,71.12,0.06968670311927795,97.722,1.7439896310806275,0,100,1609.0
resnet18,cifar100,SGDM+WD,128,0.1,0.002,0.9,100,const,42,step,e8_wd_sched,3909.9999999999936,69.31,68.96,0.1312791550540924,95.718,1.7050369201660156,0,100,1837.3
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,100,const,42,step,e8_wd_sched,3909.9999999999936,62.38,62.27,0.5175882812309265,83.212,1.7613955265045167,0,100,1840.9
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,70.13,67.19,0.14158868282556533,95.412,1.8380337882995605,0,100,1789.1
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,69.92,62.12,0.639397285194397,80.05,1.5909934143066407,0,100,1792.7
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,69.47,57.25,1.0847687916183473,68.596,1.674579058074951,0,100,1546.6
resnet18,cifar100,SGDM+WD,128,0.1,0.002,0.9,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,67.15,48.05,1.5834883108901978,56.06,2.007474437713623,0,100,1546.9
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,100,const,42,cosine_restarts,e8_wd_sched,3909.9999999999936,61.11,25.0,2.4592209397125244,34.888,3.163662883377075,0,100,1304.6
