model,dataset,method,batch_size,lr,wd,momentum,epochs,scheduler,seed,wd_sched,exp,sum_lr,best_test_acc,final_test_acc,final_train_loss,final_train_acc,final_test_loss,diverged,epochs_run,wall_time
resnet18,cifar100,SGDM,128,1.313263,0.0,0.9,15,const,42,fixed,e3,7702.287494999999,44.73,44.73,2.0894945050811766,43.664,2.1346713817596434,0,15,347.0
resnet18,cifar100,SGDM+WD,128,1.313263,0.001,0.9,15,const,42,fixed,e3,7702.287494999999,4.11,2.6,4.430131728515625,2.568,4.448380588531494,0,15,347.4
resnet18,cifar100,SGD+WD,128,7.979216,0.001,0.0,15,const,42,fixed,e3,46798.10184000001,5.41,3.18,3.9789610968017577,7.962,6.91732159576416,0,15,259.7
resnet18,cifar100,SGDM,128,1.426358,0.0,0.9,15,const,42,fixed,e3,8365.58967,29.19,29.19,2.8098007233428954,28.338,2.8662665283203124,0,15,262.1
resnet18,cifar100,SGD+WD,128,1.024993,0.01,0.0,15,const,42,fixed,e3,6011.5839449999985,5.11,3.08,4.071698725433349,6.568,4.54661675415039,0,15,262.7
resnet18,cifar100,SGDM+WD,128,0.154221,0.01,0.9,15,const,42,fixed,e3,904.5061649999996,6.72,6.72,4.084858366851806,6.524,4.09270756149292,0,15,263.5
resnet18,cifar100,SGD+WD,128,0.183401,0.05,0.0,15,const,42,fixed,e3,1075.6468650000002,5.04,1.83,4.539869628601074,1.768,4.541719797515869,0,15,327.8
resnet18,cifar100,SGD+WD,128,0.064842,0.1,0.0,15,const,42,fixed,e3,380.29833,6.11,1.0,4.605281484222412,0.918,4.6051755752563475,0,15,327.2
resnet18,cifar100,SGDM+WD,128,1.209135,0.001,0.9,15,const,42,fixed,e3,7091.5767749999995,5.06,2.12,4.24130268081665,4.464,6.667049055480957,0,15,328.0
resnet18,cifar100,SGDM+WD,128,0.1,0.000962,0.9,25,cosine,42,,e4,508.30000000000007,74.14,74.14,0.23276518646240235,94.418,0.9381902928352356,0,25,497.6
resnet18,cifar100,SGDM+WD,128,0.1,0.00102,0.9,25,cosine,42,,e4,508.30000000000007,74.41,74.41,0.23823865496635438,94.198,0.9254734588623047,0,25,498.7
resnet18,cifar100,SGDM+WD,128,0.1,0.00374,0.9,25,cosine,42,,e4,508.30000000000007,70.04,70.04,0.8060021656608581,78.144,1.0535412246704101,0,25,546.6
resnet18,cifar100,SGDM,128,0.1,0.0,0.9,25,cosine,42,,e4,508.30000000000007,67.53,67.3,0.20178089964866638,94.646,1.4106987838745118,0,25,565.4
resnet18,cifar100,SGDM,512,0.4,0.0,0.9,100,cosine,42,,e4,1979.6000000000001,64.56,64.4,0.0030289365718513725,99.942,2.576787916564941,0,100,1387.9
resnet18,cifar100,SGDM+WD,512,0.4,0.000241,0.9,100,cosine,42,,e4,1979.6000000000001,73.06,72.93,0.007428980912864208,99.966,1.1202791500091553,0,100,1393.7
resnet18,cifar100,SGDM,128,0.1,0.0,0.9,200,cosine,42,,e4,3929.5499999999997,70.02,69.71,0.0008273695659544319,99.972,2.45369310874939,0,200,3764.5
resnet18,cifar100,SGDM+WD,128,0.1,0.000483,0.9,200,cosine,42,,e4,3929.5499999999997,77.89,77.61,0.008691304295659065,99.974,0.8919524309158325,0,200,3770.1
resnet18,cifar100,SGDM,32,0.025,0.0,0.9,100,cosine,42,,e4,1973.2875000000008,73.56,73.21,0.0032832065916061403,99.946,1.8143981369018554,0,100,4427.2
resnet18,cifar100,SGDM+WD,128,0.1,0.000128,0.9,200,cosine,42,,e4,3929.5499999999997,75.68,75.57,0.0035743410609662533,99.974,1.0117911785125733,0,200,4521.2
resnet18,cifar100,SGDM+WD,128,0.1,0.000962,0.9,200,cosine,42,,e4,3929.5499999999997,78.93,78.71,0.015878440887331962,99.974,0.874272509098053,0,200,4523.5
resnet18,cifar100,SGDM+WD,512,0.4,0.000255,0.9,100,cosine,42,,e4,1979.6000000000001,74.56,74.43,0.007177252543270588,99.972,1.0652783289909362,0,100,1350.9
resnet18,cifar100,SGDM+WD,32,0.025,0.00385,0.9,100,cosine,42,,e4,1973.2875000000008,74.46,74.46,0.33468717823028565,92.45,0.9093710860252381,0,100,4380.3
resnet18,cifar100,SGDM+WD,32,0.025,0.000256,0.9,100,cosine,42,,e4,1973.2875000000008,77.01,76.78,0.009437306401729583,99.936,0.9993408874511719,0,100,4388.1
resnet18,cifar100,SGDM+WD,512,0.4,0.00096,0.9,100,cosine,42,,e4,1979.6000000000001,75.29,75.27,0.019783514042496682,99.936,0.9836838097572327,0,100,1192.8
vgg16,cifar100,SGDM,128,0.1,0.0,0.9,100,cosine,42,,e4,1974.5500000000009,65.95,65.71,0.029677270916700364,99.078,2.482243413543701,0,100,1383.5
resnet18,cifar100,SGDM+WD,32,0.025,0.000963,0.9,100,cosine,42,,e4,1973.2875000000008,77.54,77.52,0.02909997864961624,99.828,0.8955155605316162,0,100,4974.2
vgg16,cifar100,SGDM+WD,128,0.1,0.000962,0.9,100,cosine,42,,e4,1974.5500000000009,73.43,73.43,0.03146779704809189,99.336,1.2312906957626342,0,100,1218.0
vgg16,cifar100,SGDM+WD,128,0.1,0.000256,0.9,100,cosine,42,,e4,1974.5500000000009,72.05,72.0,0.012432723822295665,99.732,1.4979174343109132,0,100,1600.8
resnet50,cifar100,SGDM+WD,128,0.1,0.000256,0.9,100,cosine,42,,e4,1974.5500000000009,76.19,76.06,0.005004323921054601,99.954,1.091067801761627,0,100,2042.1
resnet50,cifar100,SGDM,128,0.1,0.0,0.9,100,cosine,42,,e4,1974.5500000000009,63.9,63.7,0.004858422291278839,99.934,3.0441824924468994,0,100,4203.0
resnet50,cifar100,SGDM+WD,128,0.1,0.000962,0.9,100,cosine,42,,e4,1974.5500000000009,78.2,78.2,0.025069026662111284,99.83,0.9013942323684693,0,100,4107.3
resnet18,cifar100,SGDM+WD,128,0.1,0.01167,0.9,25,cosine,42,,e5b,508.30000000000007,38.89,38.89,2.4598351286315916,38.75,2.38437265586853,0,25,416.2
resnet18,cifar100,SGDM+WD,128,0.1,0.03891,0.9,25,cosine,42,,e5b,508.30000000000007,2.24,2.15,4.513533573913574,1.998,4.5092230239868165,0,25,523.2
resnet18,cifar100,SGDM+WD,128,0.1,0.0003891,0.9,25,cosine,42,,e5b,508.30000000000007,72.4,72.4,0.13819880123138428,96.992,1.066444575691223,0,25,549.0
resnet18,cifar100,SGDM+WD,128,0.1,0.001297,0.9,25,cosine,42,,e5b,508.30000000000007,74.42,74.42,0.2952426468849182,92.656,0.9167646274566651,0,25,551.6
resnet18,cifar100,SGDM+WD,128,0.1,9.727e-05,0.9,100,cosine,42,,e5b,1974.5500000000009,72.42,72.27,0.004662635398060083,99.968,1.278487374305725,0,100,1281.2
resnet18,cifar100,SGDM+WD,128,0.1,0.009727,0.9,100,cosine,42,,e5b,1974.5500000000009,44.97,44.97,2.178868957672119,44.68,2.1257039525985717,0,100,1447.3
resnet18,cifar100,SGDM+WD,128,0.1,0.002918,0.9,100,cosine,42,,e5b,1974.5500000000009,74.24,74.19,0.2662569233417511,94.26,0.9374184399604797,0,100,1673.5
resnet18,cifar100,SGDM+WD,128,0.1,0.0003242,0.9,100,cosine,42,,e5b,1974.5500000000009,76.17,76.0,0.008230927979648113,99.968,0.9786849279403687,0,100,1675.7
resnet18,cifar100,SGDM+WD,128,0.02,0.0005,0.9,25,cosine,42,,e1_full,101.66000000000004,71.85,71.69,0.2320731161594391,94.558,1.0332518906593322,0,25,536.0
resnet18,cifar100,SGDM+WD,128,0.02,0.01,0.9,25,cosine,42,,e1_full,101.66000000000004,73.34,73.34,0.6283610209274292,86.002,0.9855380136489869,0,25,540.3
resnet18,cifar100,SGDM+WD,128,0.02,0.05,0.9,25,cosine,42,,e1_full,101.66000000000004,4.41,4.15,4.314315077819824,4.124,4.295140002441406,0,25,540.0
resnet18,cifar100,SGDM+WD,128,0.02,0.001,0.9,25,cosine,42,,e1_full,101.66000000000004,73.25,73.11,0.22676647462844848,95.038,0.9580905401229859,0,25,541.1
resnet18,cifar100,SGDM+WD,128,0.02,0.005,0.9,25,cosine,42,,e1_full,101.66000000000004,75.18,75.18,0.36086461435317996,92.096,0.8886356874465943,0,25,566.7
resnet18,cifar100,SGDM+WD,128,0.02,0.01,0.9,100,cosine,42,,e1_full,394.9100000000002,76.69,76.69,0.21686569583892823,97.91,0.9034985840797425,0,100,2009.8
resnet18,cifar100,SGDM+WD,128,0.02,0.0005,0.9,100,cosine,42,,e1_full,394.9100000000002,75.99,75.87,0.008705350532680749,99.978,0.9427760768890381,0,100,2013.9
resnet18,cifar100,SGDM+WD,128,0.02,0.001,0.9,100,cosine,42,,e1_full,394.9100000000002,77.28,76.96,0.014685046743154526,99.972,0.9258010305404664,0,100,2200.1
resnet18,cifar100,SGDM+WD,128,0.02,0.005,0.9,100,cosine,42,,e1_full,394.9100000000002,77.55,77.44,0.07063462731361389,99.776,0.8721977533340454,0,100,2201.9
resnet18,cifar100,SGDM+WD,128,0.02,0.05,0.9,100,cosine,42,,e1_full,394.9100000000002,4.41,3.66,4.35812578125,3.664,4.333261625671387,0,100,2022.5
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,25,cosine,123,,e1_full,508.30000000000007,69.02,68.9,0.16454366268634796,95.938,1.2661688674926759,0,25,545.4
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,25,cosine,123,,e1_full,508.30000000000007,73.1,73.1,0.1565518437719345,96.444,1.0262355518341064,0,25,589.3
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,25,cosine,123,,e1_full,508.30000000000007,74.41,74.41,0.2335521446609497,94.402,0.9133954734802247,0,25,589.3
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,25,cosine,123,,e1_full,508.30000000000007,66.79,66.79,1.0256469704055786,72.322,1.1768017187118531,0,25,528.8
resnet18,cifar100,SGDM+WD,128,0.1,0.02,0.9,25,cosine,123,,e1_full,508.30000000000007,8.87,8.87,3.9420014698028565,8.706,3.9013552871704102,0,25,530.0
resnet18,cifar100,SGDM+WD,128,0.02,0.001,0.9,200,cosine,42,,e1_full,785.9099999999995,78.35,78.18,0.013797172446548938,99.978,0.9516039348602295,0,200,4042.5
resnet18,cifar100,SGDM+WD,128,0.02,0.0005,0.9,200,cosine,42,,e1_full,785.9099999999995,77.21,76.94,0.0076113126608729365,99.978,0.9531250641822815,0,200,4042.9
resnet18,cifar100,SGDM+WD,128,0.02,0.005,0.9,200,cosine,42,,e1_full,785.9099999999995,78.19,78.14,0.05318346223950386,99.932,0.8692849054336548,0,200,4045.2
resnet18,cifar100,SGDM+WD,128,0.02,0.01,0.9,200,cosine,42,,e1_full,785.9099999999995,76.33,76.33,0.1531537730741501,99.302,0.9296509140014648,0,200,4412.3
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,100,cosine,123,,e1_full,1974.5500000000009,73.24,73.1,0.004462632522881031,99.988,1.2141460735321046,0,100,2251.2
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,100,cosine,123,,e1_full,1974.5500000000009,76.88,76.7,0.010805521221160888,99.97,0.9179270337104798,0,100,2252.4
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,100,cosine,123,,e1_full,1974.5500000000009,68.12,68.08,0.8268653405570984,78.248,1.1178721927642823,0,100,2058.8
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,100,cosine,123,,e1_full,1974.5500000000009,77.5,77.5,0.020367162243127825,99.942,0.8833709991455078,0,100,2068.4
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,25,const,42,fixed,e1_full,977.5000000000003,64.5,64.5,0.5063840606498718,83.604,1.5285116119384765,0,25,546.2
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,25,const,42,fixed,e1_full,977.5000000000003,58.87,58.23,1.1496247541046143,66.404,1.5466339944839478,0,25,542.8
resnet18,cifar100,SGDM+WD,128,0.02,0.05,0.9,200,cosine,42,,e1_full,785.9099999999995,4.41,2.47,4.432608359527588,2.6,4.421089878845215,0,200,4051.7
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,25,const,42,fixed,e1_full,977.5000000000003,18.45,14.96,2.895244443511963,26.356,3.5656748989105225,0,25,525.2
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,25,const,42,fixed,e1_full,977.5000000000003,48.9,48.9,1.5614511685943604,56.318,1.913643914413452,0,25,534.4
resnet18,cifar100,SGDM+WD,128,0.1,0.02,0.9,25,const,42,fixed,e1_full,977.5000000000003,4.29,1.0,4.606282577819824,1.004,4.605668913269043,0,25,491.4
resnet18,cifar100,SGDM+WD,128,0.1,0.02,0.9,100,cosine,123,,e1_full,1974.5500000000009,4.4,1.0,4.60546875,0.924,4.605170515441895,0,100,1985.4
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,100,const,42,fixed,e1_full,3909.9999999999936,66.67,64.91,0.22222774874687196,92.858,1.8103462005615234,0,100,2040.6
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,100,const,42,fixed,e1_full,3909.9999999999936,61.51,60.07,0.9704401838302612,71.482,1.5604102228164674,0,100,2058.8
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,200,cosine,123,,e1_full,3929.5499999999997,78.55,78.38,0.008985671632289886,99.978,0.8695488516807556,0,200,3984.9
resnet18,cifar100,SGDM+WD,128,0.1,0.0001,0.9,200,cosine,123,,e1_full,3929.5499999999997,74.75,74.48,0.0033003190657496452,99.98,1.0679900829315185,0,200,3989.6
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,100,const,42,fixed,e1_full,3909.9999999999936,53.05,49.86,1.4532879457855226,59.288,1.953556332397461,0,100,2052.8
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,100,const,42,fixed,e1_full,3909.9999999999936,20.84,1.92,2.9710861627960203,24.688,7.809317628479004,0,100,2053.2
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,200,cosine,123,,e1_full,3929.5499999999997,78.52,78.17,0.01635564090013504,99.97,0.8744713919639587,0,200,4391.1
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,200,cosine,123,,e1_full,3929.5499999999997,67.92,67.9,0.8119520260238647,78.662,1.1441440188407899,0,200,4395.7
resnet18,cifar100,SGDM+WD,128,0.1,0.02,0.9,200,cosine,123,,e1_full,3929.5499999999997,4.47,2.15,4.490004375152588,2.164,4.482130354309082,0,200,4394.9
resnet18,cifar100,SGDM+WD,128,0.1,0.02,0.9,100,const,42,fixed,e1_full,3909.9999999999936,4.29,1.0,4.606269218597412,1.008,4.605555777740478,0,100,1270.6
resnet18,cifar100,SGDM+WD,128,0.1,0.0006,0.9,25,cosine,42,,e1_rescue,508.30000000000007,73.22,73.21,0.17011007152557373,96.084,0.9983472712516784,0,25,542.7
resnet18,cifar100,SGDM+WD,128,0.1,0.0012,0.9,25,cosine,42,,e1_rescue,508.30000000000007,73.69,73.69,0.28939628819465635,92.78,0.9431969521522522,0,25,544.3
resnet18,cifar100,SGDM+WD,128,0.1,0.0025,0.9,25,cosine,42,,e1_rescue,508.30000000000007,71.77,71.77,0.5859698214721679,84.154,0.9984978230476379,0,25,544.4
resnet18,cifar100,SGDM+WD,128,0.1,0.0004,0.9,25,cosine,42,,e1_rescue,508.30000000000007,70.78,70.73,0.17403021637916566,95.916,1.1216295360565185,0,25,546.8
resnet18,cifar100,SGDM+WD,128,0.1,0.0015,0.9,25,cosine,42,,e1_rescue,508.30000000000007,74.74,74.74,0.32591796913146975,91.658,0.8990091581344605,0,25,547.4
resnet18,cifar100,SGDM+WD,128,0.1,0.0008,0.9,25,cosine,42,,e1_rescue,508.30000000000007,74.05,74.05,0.20041404734611512,95.248,0.9516574729919434,0,25,592.5
resnet18,cifar100,SGDM+WD,128,0.1,0.0008,0.9,50,cosine,42,,e1_rescue,997.0500000000002,76.13,76.13,0.03876363663494587,99.624,0.9308888507843017,0,50,1034.9
resnet18,cifar100,SGDM+WD,128,0.1,0.0006,0.9,50,cosine,42,,e1_rescue,997.0500000000002,75.64,75.54,0.02827703686416149,99.798,0.9814684816360474,0,50,1138.0
resnet18,cifar100,SGDM+WD,128,0.1,0.0004,0.9,50,cosine,42,,e1_rescue,997.0500000000002,73.95,73.95,0.023186286178827287,99.818,1.0847437386512757,0,50,1138.0
resnet18,cifar100,SGDM+WD,128,0.1,0.0012,0.9,50,cosine,42,,e1_rescue,997.0500000000002,75.76,75.76,0.07075111800670623,99.188,0.9372218139648437,0,50,1045.5
resnet18,cifar100,SGDM+WD,128,0.1,0.0015,0.9,50,cosine,42,,e1_rescue,997.0500000000002,76.06,75.96,0.09543745438098908,98.636,0.8934585597991943,0,50,1047.9
resnet18,cifar100,SGDM+WD,128,0.1,0.0025,0.9,50,cosine,42,,e1_rescue,997.0500000000002,74.18,74.18,0.2671265391588211,94.164,0.9397985290527344,0,50,1048.2
resnet18,cifar100,SGDM+WD,128,0.1,0.0004,0.9,100,cosine,42,,e1_rescue,1974.5500000000009,75.76,75.61,0.009977353734374046,99.96,0.9783678424835205,0,100,2043.3
resnet18,cifar100,SGDM+WD,128,0.1,0.0006,0.9,100,cosine,42,,e1_rescue,1974.5500000000009,77.45,77.2,0.012495729444026948,99.956,0.9019161507606507,0,100,2042.8
resnet18,cifar100,SGDM+WD,128,0.1,0.0008,0.9,100,cosine,42,,e1_rescue,1974.5500000000009,77.41,77.29,0.016205093002617358,99.946,0.8969814259529114,0,100,2426.1
resnet18,cifar100,SGDM+WD,128,0.1,0.0012,0.9,100,cosine,42,,e1_rescue,1974.5500000000009,77.13,76.89,0.026912316110134126,99.912,0.9058523343086242,0,100,2001.5
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,5,cosine,42,,e1_rescue,117.30000000000001,44.49,44.49,2.094522318496704,43.876,2.0579932415008546,0,5,135.7
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,5,cosine,42,,e1_rescue,117.30000000000001,45.63,45.63,2.0807949154281618,44.136,1.9998557598114013,0,5,133.7
resnet18,cifar100,SGDM+WD,128,0.1,0.002,0.9,5,cosine,42,,e1_rescue,117.30000000000001,44.51,44.51,2.0713502067565916,44.348,2.0369455432891845,0,5,123.7
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,5,cosine,42,,e1_rescue,117.30000000000001,29.92,29.92,2.5831011408996583,33.308,2.786927028656006,0,5,130.7
resnet18,cifar100,SGDM+WD,128,0.1,0.0015,0.9,100,cosine,42,,e1_rescue,1974.5500000000009,77.37,77.32,0.03584070125341415,99.82,0.8843949722290039,0,100,2505.7
resnet18,cifar100,SGDM+WD,128,0.1,0.0025,0.9,100,cosine,42,,e1_rescue,1974.5500000000009,74.94,74.94,0.11252229985713959,98.62,0.9655231719017029,0,100,2508.1
resnet18,cifar100,SGDM+WD,128,0.1,0.01,0.9,5,cosine,42,,e1_rescue,117.30000000000001,21.58,21.58,3.2591758599853518,20.5,3.1328261302948,0,5,122.4
resnet18,cifar100,SGDM+WD,128,0.1,0.02,0.9,5,cosine,42,,e1_rescue,117.30000000000001,5.47,5.47,4.077744296875,5.456,4.095027487182617,0,5,138.9
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,10,cosine,42,,e1_rescue,215.05,63.52,63.52,1.043315134754181,69.894,1.2866691148757934,0,10,235.6
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,10,cosine,42,,e1_rescue,215.05,64.3,64.3,1.0366645427703858,70.306,1.2459831082344055,0,10,220.3
resnet18,cifar100,SGDM+WD,128,0.1,0.002,0.9,10,cosine,42,,e1_rescue,215.05,63.68,63.68,1.1583570434188843,67.288,1.270656997680664,0,10,230.0
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,10,cosine,42,,e1_rescue,215.05,55.38,55.38,1.6347367944335938,55.802,1.6117210411071778,0,10,245.4
resnet18,cifar100,SGDM+WD,128,0.1,0.01,0.9,10,cosine,42,,e1_rescue,215.05,33.27,33.27,2.6391034741973876,33.402,2.5815146781921388,0,10,233.3
resnet18,cifar100,SGDM+WD,128,0.1,0.02,0.9,10,cosine,42,,e1_rescue,215.05,6.41,6.41,4.03156642578125,6.304,3.996660353088379,0,10,231.3
resnet18,cifar100,SGDM+WD,128,0.1,0.0005,0.9,15,cosine,42,,e1_rescue,312.8000000000002,69.42,69.42,0.5561754729557037,83.906,1.0907944501876832,0,15,350.3
resnet18,cifar100,SGDM+WD,128,0.1,0.001,0.9,15,cosine,42,,e1_rescue,312.8000000000002,70.1,70.1,0.6252000276947022,82.206,1.0441499505996703,0,15,343.4
resnet18,cifar100,SGDM+WD,128,0.1,0.002,0.9,15,cosine,42,,e1_rescue,312.8000000000002,69.06,69.06,0.7905144865608216,77.59,1.073107625579834,0,15,361.3
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.9,15,cosine,42,,e1_rescue,312.8000000000002,62.59,62.59,1.28308927154541,65.15,1.3272673549652099,0,15,353.2
resnet18,cifar100,SGDM+WD,128,0.1,0.01,0.9,15,cosine,42,,e1_rescue,312.8000000000002,41.64,41.64,2.3382000672149656,40.446,2.250317261505127,0,15,339.5
resnet18,cifar100,SGDM+WD,128,0.1,0.02,0.9,15,cosine,42,,e1_rescue,312.8000000000002,6.82,6.82,4.063925371246338,6.708,4.032193070983887,0,15,358.1
resnet18,cifar100,SGDM+WD,128,0.02,0.003,0.9,25,cosine,42,,e1_rescue,101.66000000000004,74.39,74.39,0.2624404435157776,94.204,0.9029341015815735,0,25,528.8
resnet18,cifar100,SGDM+WD,128,0.02,0.002,0.9,25,cosine,42,,e1_rescue,101.66000000000004,74.26,74.26,0.21241358903884888,95.482,0.9258457981109619,0,25,558.5
resnet18,cifar100,SGDM+WD,128,0.02,0.007,0.9,25,cosine,42,,e1_rescue,101.66000000000004,74.79,74.79,0.46619471927642825,89.74,0.9211490896224975,0,25,583.9
resnet18,cifar100,SGDM+WD,128,0.1,0.0004,0.9,200,cosine,42,,e1_rescue,3929.5499999999997,77.06,76.96,0.007729450357109308,99.98,0.9185056642532349,0,200,3991.0
resnet18,cifar100,SGDM+WD,128,0.1,0.0006,0.9,200,cosine,42,,e1_rescue,3929.5499999999997,78.63,78.48,0.010438682239055634,99.976,0.8804833778381348,0,200,3996.6
resnet18,cifar100,SGDM+WD,128,0.1,0.0008,0.9,200,cosine,42,,e1_rescue,3929.5499999999997,78.72,78.72,0.013161232626736165,99.974,0.8723884160995483,0,200,3999.0
resnet18,cifar100,SGDM+WD,128,0.02,0.001,0.9,50,cosine,42,,e1_rescue,199.40999999999997,75.22,75.22,0.024056474552750586,99.898,0.9579073062896728,0,50,847.5
resnet18,cifar100,SGDM+WD,128,0.1,0.0012,0.9,200,cosine,42,,e1_rescue,3929.5499999999997,77.54,77.31,0.020010100282430648,99.964,0.9085472426414489,0,200,3677.3
resnet18,cifar100,SGDM+WD,128,0.1,0.0015,0.9,200,cosine,42,,e1_rescue,3929.5499999999997,77.74,77.59,0.02535384962439537,99.954,0.904341552734375,0,200,3678.3
resnet18,cifar100,SGDM+WD,128,0.02,0.002,0.9,50,cosine,42,,e1_rescue,199.40999999999997,76.29,76.13,0.04752201851606369,99.66,0.9159663265228272,0,50,908.0
resnet18,cifar100,SGDM+WD,128,0.02,0.005,0.9,50,cosine,42,,e1_rescue,199.40999999999997,76.65,76.65,0.1413986504006386,98.274,0.8676129492759704,0,50,772.1
resnet18,cifar100,SGDM+WD,128,0.02,0.007,0.9,50,cosine,42,,e1_rescue,199.40999999999997,76.62,76.52,0.22118440358161925,96.856,0.8807857425689697,0,50,770.0
resnet18,cifar100,SGDM+WD,128,0.02,0.01,0.9,50,cosine,42,,e1_rescue,199.40999999999997,75.79,75.77,0.3669614735507965,93.742,0.9018531106948853,0,50,771.4
resnet18,cifar100,SGDM+WD,128,0.02,0.003,0.9,50,cosine,42,,e1_rescue,199.40999999999997,76.53,76.48,0.079358540558815,99.16,0.8912063818931579,0,50,853.1
resnet18,cifar100,SGDM+WD,128,0.1,1e-05,0.9,25,const,42,fixed,e1_rescue,977.5000000000003,63.91,63.81,0.3490094216346741,88.464,1.7433566095352173,0,25,401.5
resnet18,cifar100,SGDM+WD,128,0.1,0.0025,0.9,200,cosine,42,,e1_rescue,3929.5499999999997,74.63,74.53,0.0653746693611145,99.666,1.031335212802887,0,200,3914.1
resnet18,cifar100,SGDM+WD,128,0.1,2e-05,0.9,25,const,42,fixed,e1_rescue,977.5000000000003,64.53,64.53,0.36088570899009703,88.234,1.6987156035423279,0,25,495.4
resnet18,cifar100,SGDM+WD,128,0.1,5e-05,0.9,25,const,42,fixed,e1_rescue,977.5000000000003,63.01,62.92,0.4525653854560852,85.384,1.664726025390625,0,25,544.0
resnet18,cifar100,SGDM+WD,128,0.1,0.0002,0.9,25,const,42,fixed,e1_rescue,977.5000000000003,63.05,62.67,0.730490950641632,77.498,1.4726435052871705,0,25,588.7
resnet18,cifar100,SGDM+WD,128,0.02,0.002,0.9,100,cosine,42,,e1_rescue,394.9100000000002,77.78,77.78,0.026272629581689834,99.954,0.8939361872673035,0,100,1845.8
resnet18,cifar100,SGDM+WD,128,0.02,0.003,0.9,100,cosine,42,,e1_rescue,394.9100000000002,78.16,78.08,0.039042870852947234,99.936,0.8673567729949951,0,100,1873.5
resnet18,cifar100,SGDM+WD,128,0.02,0.007,0.9,100,cosine,42,,e1_rescue,394.9100000000002,77.18,77.16,0.11354378879070282,99.372,0.8817757658004761,0,100,1872.3
resnet18,cifar100,SGDM+WD,128,0.1,1e-05,0.9,100,const,42,fixed,e1_rescue,3909.9999999999936,68.52,67.55,0.026394771029651164,99.166,2.2547779428482055,0,100,2218.6
resnet18,cifar100,SGDM+WD,128,0.1,0.0002,0.9,100,const,42,fixed,e1_rescue,3909.9999999999936,64.61,62.5,0.4250604510307312,86.58,1.6727089012145997,0,100,1199.9
resnet18,cifar100,SGDM+WD,128,0.1,2e-05,0.9,100,const,42,fixed,e1_rescue,3909.9999999999936,67.64,66.63,0.046675223026275636,98.598,2.1186430362701416,0,100,2041.3
resnet18,cifar100,SGDM+WD,128,0.1,5e-05,0.9,100,const,42,fixed,e1_rescue,3909.9999999999936,65.94,65.4,0.12291378939151763,96.102,2.004933787536621,0,100,2111.2
resnet18,cifar100,SGDM+WD,128,0.02,0.003,0.9,200,cosine,42,,e1_rescue,785.9099999999995,78.5,78.28,0.03297960311770439,99.96,0.8640056918144227,0,200,3687.2
resnet18,cifar100,SGDM+WD,128,0.02,0.007,0.9,200,cosine,42,,e1_rescue,785.9099999999995,77.88,77.75,0.08156316457986831,99.862,0.8915670072555542,0,200,3687.8
resnet18,cifar100,SGDM+WD,128,0.02,0.002,0.9,200,cosine,42,,e1_rescue,785.9099999999995,79.23,79.16,0.02652611388683319,99.98,0.8911418014526368,0,200,3793.7
resnet18,cifar100,SGD+WD,128,0.02,0.01,0.0,100,cosine,42,,e6b,394.9100000000002,76.07,75.64,0.0995072705078125,99.936,0.981905779838562,0,100,2041.5
resnet18,cifar100,SGDM,128,0.5,0.0,0.5,100,cosine,42,,e6b,9872.749999999995,70.46,70.46,0.0024454302428662776,99.95,2.0877706097602844,0,100,2039.3
resnet18,cifar100,SGDM,128,0.02,0.0,0.9,100,cosine,42,,e6b,394.9100000000002,73.69,73.47,0.0031239815735816957,99.958,1.5678476818084717,0,100,2040.1
resnet18,cifar100,SGDM+WD,128,0.5,0.005,0.5,100,cosine,42,,e6b,9872.749999999995,72.56,72.52,0.4466964192295074,89.744,0.9907872869491577,0,100,2049.4
resnet18,cifar100,SGDM+WD,128,0.1,0.005,0.5,100,cosine,42,,e6b,1974.5500000000009,78.14,78.1,0.06850419920444488,99.78,0.8686185225486756,0,100,2053.6
