model,dataset,method,batch_size,lr,wd,momentum,epochs,scheduler,seed,wd_sched,exp,sum_lr,best_test_acc,final_test_acc,final_train_loss,final_train_acc,final_test_loss,diverged,epochs_run,wall_time
mlp,cifar10,SGD+WD,128,0.1,0.03397,0.0,100,cosine,42,linear_up,e12_matched,1974.55,54.86,54.4,1.191167206993103,60.682,1.3162591335296632,0,100,503.9
mlp,cifar10,SGD+WD,128,0.1,0.01417,0.0,100,cosine,42,linear,e12_matched,1974.55,56.84,56.59,0.2100545447254181,96.516,1.4936179536819458,0,100,503.9
mlp,cifar10,SGD+WD,128,0.1,0.06794,0.0,100,cosine,42,linear_up,e12_matched,1974.55,53.49,46.2,1.537145273513794,47.218,1.5523041845321657,0,100,507.4
mlp,cifar10,SGD+WD,128,0.1,0.02834,0.0,100,cosine,42,linear,e12_matched,1974.55,56.78,56.68,0.5691882061386109,83.458,1.2861524660110473,0,100,511.3
mlp,cifar10,SGD+WD,128,0.1,0.005809,0.0,100,cosine,42,iso_product,e12_matched,1974.55,55.27,47.67,1.501679128112793,48.874,1.522383127593994,0,100,513.1
mlp,cifar10,SGD+WD,128,0.1,0.1019,0.0,100,cosine,42,linear_up,e12_matched,1974.55,52.66,40.3,1.7120492333984374,40.208,1.71287022895813,0,100,515.4
mlp,cifar10,SGD+WD,128,0.1,0.02324,0.0,100,cosine,42,iso_product,e12_matched,1974.55,48.96,24.18,2.071650244216919,23.868,2.069864251708984,0,100,466.4
mlp,cifar10,SGD+WD,128,0.1,0.08503,0.0,100,cosine,42,linear,e12_matched,1974.55,53.81,53.77,1.163597202758789,59.742,1.323152416229248,0,100,503.3
mlp,cifar10,SGD+WD,128,0.1,0.1359,0.0,100,cosine,42,linear_up,e12_matched,1974.55,52.06,36.07,1.825515986289978,36.118,1.8238680093765256,0,100,519.4
mlp,cifar10,SGD+WD,128,0.1,0.2038,0.0,100,cosine,42,linear_up,e12_matched,1974.55,51.8,27.92,1.97995029296875,28.186,1.9789830295562745,0,100,512.9
mlp,cifar10,SGD+WD,128,0.1,0.05669,0.0,100,cosine,42,linear,e12_matched,1974.55,55.03,54.89,0.9874845380401612,66.568,1.2798033393859862,0,100,517.0
mlp,cifar10,SGD+WD,128,0.1,0.3057,0.0,100,cosine,42,linear_up,e12_matched,1974.55,51.14,23.76,2.122189472503662,23.388,2.120593453598022,0,100,518.4
mlp,cifar10,SGD+WD,128,0.1,0.01743,0.0,100,cosine,42,iso_product,e12_matched,1974.55,50.02,28.67,1.963862905273437,28.908,1.963153727531433,0,100,572.4
mlp,cifar10,SGD+WD,128,0.1,0.03485,0.0,100,cosine,42,iso_product,e12_matched,1974.55,46.16,16.43,2.208024335861206,16.672,2.2079582439422607,0,100,565.7
mlp,cifar10,SGD+WD,128,0.1,0.1276,0.0,100,cosine,42,linear,e12_matched,1974.55,50.89,50.87,1.3139005871200562,53.986,1.394560471343994,0,100,525.9
mlp,cifar10,SGD+WD,128,0.1,0.05228,0.0,100,cosine,42,iso_product,e12_matched,1974.55,42.97,10.0,2.302734375,10.0,2.302585015487671,0,100,507.8
mlp,cifar10,SGD+WD,128,0.1,0.2126,0.0,100,cosine,42,linear,e12_matched,1974.55,44.98,44.98,1.515998641052246,45.894,1.5415189922332764,0,100,525.2
mlp,cifar10,SGD+WD,128,0.1,0.08713,0.0,100,cosine,42,iso_product,e12_matched,1974.55,36.98,10.0,2.302734375,10.0,2.302585179901123,0,100,536.6
mlp,cifar10,SGD+WD,128,0.1,0.5095,0.0,100,cosine,42,linear_up,e12_matched,1974.55,50.25,16.1,2.245284648590088,16.156,2.2451464115142823,0,100,545.6
mlp,mnist,SGD+WD,128,0.1,0.005,0.0,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.05,97.96,0.0555523072262605,98.93833333333332,0.0753501468203961,0,100,677.7
mlp,mnist,SGDM+WD,128,0.1,0.0003,0.9,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.76,98.63,0.0025651427029321,100.0,0.0432931273099733,0,100,701.9
mlp,mnist,SGD+WD,128,0.1,0.01,0.0,100,cosine,42,fixed,e12_fixed,2368.4500000000003,97.38,97.33,0.1029946335713068,97.75666666666666,0.1103936265259981,0,100,702.7
mlp,mnist,SGD+WD,128,0.1,0.002,0.0,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.38,98.36,0.0206393006980419,99.84833333333331,0.0544283971075899,0,100,705.8
mlp,mnist,SGD+WD,128,0.1,0.02,0.0,100,cosine,42,fixed,e12_fixed,2368.4500000000003,95.82,95.75,0.1779067523638407,95.895,0.1754073531746864,0,100,719.3
mlp,mnist,SGD+WD,128,0.1,0.001,0.0,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.38,98.37,0.0097008914873003,99.98666666666666,0.0501164070697967,0,100,748.7
mlp,mnist,SGD+WD,128,0.1,0.003,0.0,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.25,98.17,0.0324413470546404,99.56166666666668,0.0607766075259074,0,100,748.3
mlp,mnist,SGDM+WD,128,0.1,0.002,0.9,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.58,98.53,0.0199283711443344,99.86,0.0496132728320546,0,100,753.9
mlp,mnist,SGDM+WD,128,0.1,0.0001,0.9,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.72,98.56,0.0008576112229997,100.0,0.0479843068267655,0,100,777.0
mlp,mnist,SGDM+WD,128,0.1,0.001,0.9,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.62,98.54,0.0090455269654591,99.98833333333332,0.0442316650320775,0,100,779.1
mlp,mnist,SGD+WD,128,0.1,0.0075,0.0,100,cosine,42,fixed,e12_fixed,2368.4500000000003,97.73,97.66,0.0807730744640032,98.32166666666669,0.0929608098790049,0,100,782.4
mlp,mnist,SGDM+WD,128,0.1,0.0006,0.9,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.7,98.68,0.0052714257853726,99.99666666666668,0.0428277070428943,0,100,796.8
mlp,mnist,SGDM+WD,128,0.1,0.003,0.9,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.44,98.29,0.03220482066075,99.58166666666666,0.0573425619505345,0,100,500.5
mlp,mnist,SGDM+WD,128,0.1,0.005,0.9,100,cosine,42,fixed,e12_fixed,2368.4500000000003,98.02,97.94,0.0559815176447232,98.91666666666669,0.073768097794801,0,100,484.0
mlp,mnist,SGDM+WD,128,0.1,5.809e-05,0.9,100,cosine,42,iso_product,e12_matched,2368.45,98.67,98.58,0.0051447656611601,99.99833333333332,0.0471946580267278,0,100,665.0
mlp,mnist,SGDM+WD,128,0.1,0.001529,0.9,100,cosine,42,linear_up,e12_matched,2368.45,98.6,98.52,0.0124585335115591,99.975,0.047122970122192,0,100,683.5
mlp,mnist,SGDM+WD,128,0.1,0.0001743,0.9,100,cosine,42,iso_product,e12_matched,2368.45,98.66,98.46,0.0165628595193227,99.94166666666666,0.0497569054512307,0,100,686.7
mlp,mnist,SGDM+WD,128,0.1,0.0001417,0.9,100,cosine,42,linear,e12_matched,2368.45,98.74,98.67,0.0003170203030264,100.0,0.0530695477997591,0,100,691.8
mlp,mnist,SGDM+WD,128,0.1,0.001019,0.9,100,cosine,42,linear_up,e12_matched,2368.45,98.73,98.64,0.0079301069080829,99.995,0.0436380200388841,0,100,698.3
mlp,mnist,SGDM+WD,128,0.1,0.0003397,0.9,100,cosine,42,linear_up,e12_matched,2368.45,98.68,98.58,0.0025217050114025,100.0,0.0453203593210782,0,100,703.8
mlp,mnist,SGDM+WD,128,0.1,0.0002614,0.9,100,cosine,42,iso_product,e12_matched,2368.45,98.6,98.4,0.0259645248919725,99.75666666666666,0.0541393609626218,0,100,711.5
mlp,mnist,SGDM+WD,128,0.1,0.002038,0.9,100,cosine,42,linear_up,e12_matched,2368.45,98.57,98.48,0.0171589786152044,99.92833333333331,0.0492688509966246,0,100,724.1
mlp,mnist,SGDM+WD,128,0.1,0.0003485,0.9,100,cosine,42,iso_product,e12_matched,2368.45,98.58,98.29,0.0358220056990782,99.54333333333334,0.0605380634982138,0,100,726.1
mlp,mnist,SGDM+WD,128,0.1,0.0004252,0.9,100,cosine,42,linear,e12_matched,2368.45,98.77,98.68,0.0007878998438517,100.0,0.0443588673787649,0,100,741.2
mlp,mnist,SGDM+WD,128,0.1,0.0006378,0.9,100,cosine,42,linear,e12_matched,2368.45,98.76,98.72,0.0010688988626003,100.0,0.0435940888110824,0,100,761.5
mlp,mnist,SGDM+WD,128,0.1,0.0008503,0.9,100,cosine,42,linear,e12_matched,2368.45,98.71,98.71,0.0013569574297095,100.0,0.0440604323799139,0,100,783.4
mlp,mnist,SGDM+WD,128,0.1,0.002548,0.9,100,cosine,42,linear_up,e12_matched,2368.45,98.57,98.48,0.0221881678154071,99.83333333333331,0.0518411541044712,0,100,655.2
mlp,mnist,SGDM+WD,128,0.1,0.004076,0.9,100,cosine,42,linear_up,e12_matched,2368.45,98.36,98.28,0.0382696659127871,99.46166666666667,0.0621327739927917,0,100,620.7
mlp,mnist,SGDM+WD,128,0.1,0.0005228,0.9,100,cosine,42,iso_product,e12_matched,2368.45,98.41,98.12,0.0556744779308637,98.975,0.0732346204146742,0,100,636.4
mlp,mnist,SGDM+WD,128,0.1,0.001063,0.9,100,cosine,42,linear,e12_matched,2368.45,98.71,98.65,0.0016118464152018,100.0,0.0424449209781276,0,100,658.9
mlp,mnist,SGDM+WD,128,0.1,0.001276,0.9,100,cosine,42,linear,e12_matched,2368.45,98.68,98.67,0.0019057740887006,99.99833333333332,0.0429318220220098,0,100,646.1
mlp,mnist,SGDM+WD,128,0.1,0.0004357,0.9,100,cosine,42,iso_product,e12_matched,2368.45,98.39,98.2,0.0459389295955499,99.23833333333332,0.0665623434744775,0,100,661.5
mlp,mnist,SGDM+WD,128,0.1,0.003057,0.9,100,cosine,42,linear_up,e12_matched,2368.45,98.53,98.41,0.0274881071497996,99.73,0.0551939731622114,0,100,657.3
mlp,mnist,SGDM+WD,128,0.1,0.001701,0.9,100,cosine,42,linear,e12_matched,2368.45,98.76,98.7,0.0024429804166158,99.99833333333332,0.0425307966060529,0,100,657.6
mlp,mnist,SGDM+WD,128,0.1,0.0006971,0.9,100,cosine,42,iso_product,e12_matched,2368.45,98.25,97.82,0.0737416859785715,98.50833333333334,0.0863552542850375,0,100,669.1
mlp,mnist,SGD+WD,128,0.1,0.005669,0.0,100,cosine,42,linear,e12_matched,2368.45,98.36,98.32,0.0173416027873754,99.80666666666669,0.0529000948354136,0,100,821.4
mlp,mnist,SGD+WD,128,0.1,0.001162,0.0,100,cosine,42,iso_product,e12_matched,2368.45,98.32,97.49,0.0983301927804947,98.115,0.1093740797370672,0,100,825.6
mlp,mnist,SGD+WD,128,0.1,0.008503,0.0,100,cosine,42,linear,e12_matched,2368.45,98.29,98.24,0.0268596814930439,99.53,0.0568788133984431,0,100,831.6
mlp,mnist,SGD+WD,128,0.1,0.004647,0.0,100,cosine,42,iso_product,e12_matched,2368.45,97.78,93.29,0.3061316186110178,93.24,0.2949517041683197,0,100,835.2
mlp,mnist,SGD+WD,128,0.1,0.002834,0.0,100,cosine,42,linear,e12_matched,2368.45,98.47,98.41,0.0083153929109374,99.97166666666666,0.0490487290043151,0,100,850.2
mlp,mnist,SGD+WD,128,0.1,0.006794,0.0,100,cosine,42,linear_up,e12_matched,2368.45,98.34,97.95,0.0571107275466124,99.02,0.0777947250641882,0,100,854.9
mlp,mnist,SGD+WD,128,0.1,0.01134,0.0,100,cosine,42,linear,e12_matched,2368.45,98.19,98.15,0.0358504824956258,99.26833333333332,0.0614861861059442,0,100,861.2
mlp,mnist,SGD+WD,128,0.1,0.002324,0.0,100,cosine,42,iso_product,e12_matched,2368.45,98.18,95.93,0.1802411578337351,96.135,0.1780139344632625,0,100,861.2
mlp,mnist,SGD+WD,128,0.1,0.02717,0.0,100,cosine,42,linear_up,e12_matched,2368.45,98.05,95.76,0.1916651156187057,95.80333333333331,0.1878931505441665,0,100,863.8
mlp,mnist,SGD+WD,128,0.1,0.02038,0.0,100,cosine,42,linear_up,e12_matched,2368.45,98.12,96.44,0.1527539169549942,96.71166666666667,0.1531174812316894,0,100,872.4
mlp,mnist,SGD+WD,128,0.1,0.003485,0.0,100,cosine,42,iso_product,e12_matched,2368.45,97.97,94.65,0.2471911178747813,94.58333333333331,0.239092316031456,0,100,871.1
mlp,mnist,SGD+WD,128,0.1,0.01359,0.0,100,cosine,42,linear_up,e12_matched,2368.45,98.17,97.26,0.1094153277595837,97.73833333333332,0.116704428049922,0,100,889.3
mlp,mnist,SGD+WD,128,0.1,0.04076,0.0,100,cosine,42,linear_up,e12_matched,2368.45,97.88,94.28,0.2608146570364634,94.22333333333331,0.2524089399695396,0,100,694.1
mlp,mnist,SGD+WD,128,0.1,0.04252,0.0,100,cosine,42,linear,e12_matched,2368.45,96.87,96.86,0.1050735498706499,97.24,0.1118719432801008,0,100,666.2
mlp,mnist,SGD+WD,128,0.1,0.01701,0.0,100,cosine,42,linear,e12_matched,2368.45,97.97,97.95,0.0509772919058799,98.82,0.070440332127735,0,100,722.1
mlp,mnist,SGD+WD,128,0.1,0.06114,0.0,100,cosine,42,linear_up,e12_matched,2368.45,97.67,92.45,0.3492952540079753,92.27166666666666,0.33707085313797,0,100,715.1
mlp,mnist,SGD+WD,128,0.1,0.01046,0.0,100,cosine,42,iso_product,e12_matched,2368.45,96.93,88.85,0.5334620689074199,88.55,0.517312535238266,0,100,709.9
mlp,mnist,SGD+WD,128,0.1,0.1019,0.0,100,cosine,42,linear_up,e12_matched,2368.45,97.4,89.46,0.4952689202308655,89.24833333333333,0.4802633929252624,0,100,717.6
mlp,mnist,SGD+WD,128,0.1,0.02551,0.0,100,cosine,42,linear,e12_matched,2368.45,97.69,97.65,0.0701946454524993,98.25666666666666,0.0839698076114058,0,100,745.2
mlp,mnist,SGD+WD,128,0.1,0.006971,0.0,100,cosine,42,iso_product,e12_matched,2368.45,97.45,90.97,0.408861438481013,90.965,0.3944909026384353,0,100,761.8
mlp,mnist,SGD+WD,128,0.1,0.01743,0.0,100,cosine,42,iso_product,e12_matched,2368.45,95.68,85.4,0.746927971013387,85.17333333333333,0.7282031119346619,0,100,750.6
vgg16,cifar100,SGDM+WD,128,0.1,0.0006,0.9,100,cosine,42,fixed,e12_fixed,1974.5500000000009,72.95,72.91,0.0224574311369657,99.52,1.3560927673339844,0,100,906.2
vgg16,cifar100,SGD+WD,128,0.1,0.0075,0.0,100,cosine,42,fixed,e12_fixed,1974.5500000000009,74.95,74.66,0.0605953689408302,99.734,1.022318052482605,0,100,1191.3
vgg16,cifar100,SGD+WD,128,0.1,0.01,0.0,100,cosine,42,fixed,e12_fixed,1974.5500000000009,75.16,75.13,0.0870946367239952,99.618,1.0004242016792295,0,100,1241.3
vgg16,cifar100,SGD+WD,128,0.1,0.005,0.0,100,cosine,42,fixed,e12_fixed,1974.5500000000009,74.83,74.83,0.0364849887931346,99.886,1.0463458715438845,0,100,1340.8
vgg16,cifar100,SGD+WD,128,0.1,0.002,0.0,100,cosine,42,fixed,e12_fixed,1974.5500000000009,73.67,73.67,0.0136456855031847,99.948,1.1151478385925293,0,100,2402.2
vgg16,cifar100,SGD+WD,128,0.1,0.02,0.0,100,cosine,42,fixed,e12_fixed,1974.5500000000009,74.1,73.93,0.2581272637939453,97.826,1.0651642068862914,0,100,1225.1
vgg16,cifar100,SGD+WD,128,0.1,0.003,0.0,100,cosine,42,fixed,e12_fixed,1974.5500000000009,74.2,73.88,0.0207272945678234,99.926,1.0866467790603638,0,100,2448.6
vgg16,cifar100,SGD+WD,128,0.1,0.001,0.0,100,cosine,42,fixed,e12_fixed,1974.5500000000009,72.35,72.24,0.0075999051260948,99.964,1.187128777885437,0,100,2453.2
vgg16,cifar100,SGDM+WD,128,0.1,0.0001,0.9,100,cosine,42,fixed,e12_fixed,1974.5500000000009,69.29,69.25,0.0166859466713666,99.568,1.8933311416625973,0,100,1223.8
vgg16,cifar100,SGDM+WD,128,0.1,0.0003,0.9,100,cosine,42,fixed,e12_fixed,1974.5500000000009,72.27,72.2,0.0144379725670814,99.656,1.4923985176086425,0,100,1297.1
vgg16,cifar100,SGDM+WD,128,0.1,0.002,0.9,100,cosine,42,fixed,e12_fixed,1974.5500000000009,72.39,72.39,0.0844424065518379,98.096,1.1819991116523745,0,100,836.8
vgg16,cifar100,SGDM+WD,128,0.1,0.001,0.9,100,cosine,42,fixed,e12_fixed,1974.5500000000009,73.02,73.02,0.035393420073986,99.234,1.255499430656433,0,100,2352.2
vgg16,cifar100,SGDM+WD,128,0.1,0.003,0.9,100,cosine,42,fixed,e12_fixed,1974.5500000000009,71.16,71.16,0.1808177541494369,95.542,1.142734548187256,0,100,2354.4
vgg16,cifar100,SGDM+WD,128,0.1,0.005,0.9,100,cosine,42,fixed,e12_fixed,1974.5500000000009,67.5,67.28,0.5040877894210816,86.36,1.2118810914039613,0,100,2353.1
vgg16,cifar100,SGDM+WD,128,0.1,0.0004724,0.9,100,cosine,42,linear,e12_matched,1974.55,72.24,72.12,0.0122650570273399,99.72,1.6224884881019592,0,100,1335.9
vgg16,cifar100,SGDM+WD,128,0.1,0.0001936,0.9,100,cosine,42,iso_product,e12_matched,1974.55,72.86,72.77,0.0313349167156219,99.458,1.221523731613159,0,100,1396.1
vgg16,cifar100,SGDM+WD,128,0.1,0.0005809,0.9,100,cosine,42,iso_product,e12_matched,1974.55,74.24,74.23,0.1680655535936355,96.472,1.0194512226104735,0,100,1403.5
vgg16,cifar100,SGDM+WD,128,0.1,0.003397,0.9,100,cosine,42,linear_up,e12_matched,1974.55,73.84,73.84,0.0900061088609695,98.1,1.0796176113128662,0,100,1724.8
vgg16,cifar100,SGDM+WD,128,0.1,0.001132,0.9,100,cosine,42,linear_up,e12_matched,1974.55,73.07,72.99,0.0263276777207851,99.51,1.282010078048706,0,100,1812.3
vgg16,cifar100,SGDM+WD,128,0.1,0.001417,0.9,100,cosine,42,linear,e12_matched,1974.55,72.46,72.46,0.0276241987097263,99.308,1.4163387266159058,0,100,1816.3
vgg16,cifar100,SGDM+WD,128,0.1,0.005095,0.9,100,cosine,42,linear_up,e12_matched,1974.55,73.11,73.11,0.166292872724533,96.352,1.0619112133026123,0,100,1314.7
vgg16,cifar100,SGDM+WD,128,0.1,0.002126,0.9,100,cosine,42,linear,e12_matched,1974.55,72.16,72.16,0.0300297080910205,99.262,1.4101186532974244,0,100,1409.9
vgg16,cifar100,SGDM+WD,128,0.1,0.0008713,0.9,100,cosine,42,iso_product,e12_matched,1974.55,73.68,73.68,0.2849485335731506,93.77,1.0089217769622802,0,100,1412.9
vgg16,cifar100,SGDM+WD,128,0.1,0.006794,0.9,100,cosine,42,linear_up,e12_matched,1974.55,72.47,72.31,0.2556653129386901,94.134,1.0500017972946167,0,100,1779.9
vgg16,cifar100,SGDM+WD,128,0.1,0.002834,0.9,100,cosine,42,linear,e12_matched,1974.55,71.57,71.5,0.0437080781602859,98.85,1.390521155834198,0,100,1861.2
vgg16,cifar100,SGDM+WD,128,0.1,0.001162,0.9,100,cosine,42,iso_product,e12_matched,1974.55,72.35,72.35,0.4325591103553772,90.268,1.0489523498535156,0,100,1867.9
vgg16,cifar100,SGDM+WD,128,0.1,0.008492,0.9,100,cosine,42,linear_up,e12_matched,1974.55,71.79,71.79,0.3642783519935608,91.32,1.0621951498031617,0,100,1340.2
vgg16,cifar100,SGDM+WD,128,0.1,0.003543,0.9,100,cosine,42,linear,e12_matched,1974.55,71.4,71.26,0.0679216452646255,98.238,1.350344379425049,0,100,1431.1
vgg16,cifar100,SGDM+WD,128,0.1,0.001452,0.9,100,cosine,42,iso_product,e12_matched,1974.55,71.86,71.86,0.5541574839401245,87.522,1.0844171503067015,0,100,1429.7
vgg16,cifar100,SGDM+WD,128,0.1,0.01019,0.9,100,cosine,42,linear_up,e12_matched,1974.55,70.72,70.72,0.4871314107894897,87.998,1.1028532524108887,0,100,1636.7
vgg16,cifar100,SGDM+WD,128,0.1,0.001743,0.9,100,cosine,42,iso_product,e12_matched,1974.55,69.77,69.77,0.6966094322395324,84.344,1.1466563215255738,0,100,1661.9
vgg16,cifar100,SGDM+WD,128,0.1,0.01359,0.9,100,cosine,42,linear_up,e12_matched,1974.55,67.79,67.79,0.7631495600700379,80.98,1.2166970907211303,0,100,1357.1
vgg16,cifar100,SGDM+WD,128,0.1,0.004252,0.9,100,cosine,42,linear,e12_matched,1974.55,70.06,70.0,0.1100518746423721,96.868,1.3411889999389648,0,100,1693.2
vgg16,cifar100,SGDM+WD,128,0.1,0.005669,0.9,100,cosine,42,linear,e12_matched,1974.55,68.02,68.02,0.1935451680088043,94.45,1.3616748123168945,0,100,1283.2
vgg16,cifar100,SGDM+WD,128,0.1,0.002324,0.9,100,cosine,42,iso_product,e12_matched,1974.55,66.57,66.57,1.0198362996673584,76.594,1.323098656272888,0,100,1305.3
vgg16,cifar100,SGD+WD,128,0.1,0.02834,0.0,100,cosine,42,linear,e12_matched,1974.55,73.44,73.33,0.0788955900359153,98.86,1.106897162055969,0,100,1324.2
vgg16,cifar100,SGD+WD,128,0.1,0.06794,0.0,100,cosine,42,linear_up,e12_matched,1974.55,70.48,70.45,1.0711333001708985,86.238,1.4831615133285525,0,100,1359.7
vgg16,cifar100,SGD+WD,128,0.1,0.01417,0.0,100,cosine,42,linear,e12_matched,1974.55,74.29,74.27,0.0277251218807697,99.74,1.102820658302307,0,100,1364.3
vgg16,cifar100,SGD+WD,128,0.1,0.03397,0.0,100,cosine,42,linear_up,e12_matched,1974.55,75.43,75.36,0.3251408500480652,98.314,1.0772158823013305,0,100,1577.9
vgg16,cifar100,SGD+WD,128,0.1,0.005809,0.0,100,cosine,42,iso_product,e12_matched,1974.55,75.89,75.89,0.7276512420272827,95.366,1.2944656606674194,0,100,1584.4
vgg16,cifar100,SGD+WD,128,0.1,0.01162,0.0,100,cosine,42,iso_product,e12_matched,1974.55,47.34,47.34,2.887781552886963,49.778,2.913346199417114,0,100,1619.8
vgg16,cifar100,SGD+WD,128,0.1,0.1019,0.0,100,cosine,42,linear_up,e12_matched,1974.55,45.21,45.21,2.361900156402588,49.03,2.459951510238648,0,100,1311.2
vgg16,cifar100,SGD+WD,128,0.1,0.04252,0.0,100,cosine,42,linear,e12_matched,1974.55,66.26,66.24,0.633238880443573,83.122,1.2920518520355224,0,100,1309.0
vgg16,cifar100,SGD+WD,128,0.1,0.01743,0.0,100,cosine,42,iso_product,e12_matched,1974.55,31.69,1.0,4.60546875,1.0,4.605169927215576,0,100,1316.8
vgg16,cifar100,SGD+WD,128,0.1,0.05669,0.0,100,cosine,42,linear,e12_matched,1974.55,4.21,1.0,4.60546875,1.0,4.605170301055908,0,100,1723.8
vgg16,cifar100,SGD+WD,128,0.1,0.1359,0.0,100,cosine,42,linear_up,e12_matched,1974.55,35.91,20.68,3.687087997970581,21.504,3.6727359504699706,0,100,1744.2
vgg16,cifar100,SGD+WD,128,0.1,0.02324,0.0,100,cosine,42,iso_product,e12_matched,1974.55,22.46,1.0,4.60546875,0.936,4.6051701698303225,0,100,1772.4
vgg16,cifar100,SGD+WD,128,0.1,0.2038,0.0,100,cosine,42,linear_up,e12_matched,1974.55,28.99,1.0,4.60546875,1.0,4.605170024871827,0,100,1296.3
vgg16,cifar100,SGD+WD,128,0.1,0.03485,0.0,100,cosine,42,iso_product,e12_matched,1974.55,11.38,1.0,4.60546875,0.958,4.605169976806641,0,100,1317.1
vgg16,cifar100,SGD+WD,128,0.1,0.08503,0.0,100,cosine,42,linear,e12_matched,1974.55,4.04,1.0,4.60546875,1.0,4.60517039642334,0,100,1350.5
vgg16,cifar100,SGD+WD,128,0.1,0.3057,0.0,100,cosine,42,linear_up,e12_matched,1974.55,25.53,1.0,4.60546875,0.968,4.605170453643799,0,100,1718.2
vgg16,cifar100,SGD+WD,128,0.1,0.1276,0.0,100,cosine,42,linear,e12_matched,1974.55,2.52,1.0,4.60546875,1.0,4.605170059967041,0,100,1765.2
vgg16,cifar100,SGD+WD,128,0.1,0.05228,0.0,100,cosine,42,iso_product,e12_matched,1974.55,4.31,1.0,4.60546875,1.0,4.605170039367676,0,100,1773.0
vgg16,cifar100,SGD+WD,128,0.1,0.5095,0.0,100,cosine,42,linear_up,e12_matched,1974.55,18.47,1.0,4.60546875,1.0,4.605170001983643,0,100,1242.5
vgg16,cifar100,SGD+WD,128,0.1,0.2126,0.0,100,cosine,42,linear,e12_matched,1974.55,1.0,1.0,4.60546875,1.0,4.605169902038575,0,100,1310.1
vgg16,cifar100,SGD+WD,128,0.1,0.08713,0.0,100,cosine,42,iso_product,e12_matched,1974.55,3.83,1.0,4.60546875,1.0,4.605170182037353,0,100,1294.6
mlp,cifar10,SGDM+WD,128,0.1,0.005095,0.9,100,cosine,123,linear_up,e12_ms,1974.55,58.17,58.01,0.4561266290187836,88.224,1.2661460039138794,0,100,578.1
mlp,cifar10,SGDM+WD,128,0.1,0.001,0.9,100,cosine,123,fixed,e12_ms,1974.5500000000009,56.24,56.2,0.1030788852882385,98.416,1.889771217727661,0,100,634.3
mlp,cifar10,SGDM+WD,128,0.1,0.001,0.9,100,cosine,2024,fixed,e12_ms,1974.5500000000009,56.47,56.32,0.1100714028644561,98.208,1.8864997783660888,0,100,785.4
resnet18,cifar100,SGD+WD,128,0.1,0.03048,0.0,100,cosine,2024,linear_up,e12_ms,1974.55,78.22,78.04,0.4294885980319977,98.078,0.9983972338676452,0,100,1337.9
mlp,cifar10,SGDM+WD,128,0.1,0.005095,0.9,100,cosine,2024,linear_up,e12_ms,1974.55,58.02,57.99,0.4524576273918151,88.524,1.2693782333374024,0,100,781.6
mlp,cifar10,SGD+WD,128,0.1,0.01,0.0,100,cosine,123,fixed,e12_ms,1974.5500000000009,57.89,57.89,0.5770536125373841,85.298,1.2119351274490358,0,100,758.4
mlp,cifar10,SGD+WD,128,0.1,0.01,0.0,100,cosine,2024,fixed,e12_ms,1974.5500000000009,58.17,58.16,0.5759604933547974,85.464,1.2102652561187743,0,100,799.9
resnet18,cifar100,SGD+WD,128,0.1,0.03048,0.0,100,cosine,123,linear_up,e12_ms,1974.55,78.22,78.22,0.4312483599853515,98.054,1.0049217328071594,0,100,1652.3
resnet18,cifar100,SGD+WD,128,0.1,0.005,0.0,100,cosine,2024,fixed,e12_ms,1974.5500000000009,77.78,77.71,0.05758737768054,99.914,0.8851969850540161,0,100,1789.0
mlp,cifar10,SGD+WD,128,0.1,0.03397,0.0,100,cosine,123,linear_up,e12_ms,1974.55,55.09,54.49,1.1906545691680908,60.884,1.3147076126098634,0,100,549.6
mlp,cifar10,SGD+WD,128,0.1,0.03397,0.0,100,cosine,2024,linear_up,e12_ms,1974.55,55.46,54.55,1.1913520822906494,60.802,1.3173170490264892,0,100,580.8
mlp,mnist,SGDM+WD,128,0.1,0.0003,0.9,100,cosine,123,fixed,e12_ms,2368.4500000000003,98.78,98.73,0.0025562147854516,100.0,0.041981394014717,0,100,582.4
mlp,mnist,SGDM+WD,128,0.1,0.0003,0.9,100,cosine,2024,fixed,e12_ms,2368.4500000000003,98.79,98.7,0.002580576012656,99.99833333333332,0.0417475260935025,0,100,635.5
mlp,mnist,SGDM+WD,128,0.1,0.0004252,0.9,100,cosine,123,linear,e12_ms,2368.45,98.82,98.73,0.0007780042449322,100.0,0.0426868582484574,0,100,621.5
mlp,mnist,SGD+WD,128,0.1,0.002,0.0,100,cosine,123,fixed,e12_ms,2368.4500000000003,98.43,98.38,0.0205803310781717,99.85166666666667,0.0539625826626084,0,100,547.6
mlp,mnist,SGDM+WD,128,0.1,0.0004252,0.9,100,cosine,2024,linear,e12_ms,2368.45,98.79,98.71,0.0007805815517902,100.0,0.0437176828026807,0,100,656.7
