method,batch_size,lr,wd,momentum,final_test_acc,final_train_loss,best_test_acc
SGD+WD,128,0.03,0.002,0.0,74.55,0.022668790242671967,74.63
SGD+WD,128,0.02,0.002,0.0,72.49,0.02648969548225403,72.81
SGD+WD,128,0.01,0.002,0.0,69.23,0.06053282364606857,69.52
SGD+WD,128,0.07,0.002,0.0,76.46,0.023670099737644196,76.49
